logFC	logCPM	F	PValue	FDR
PB.16163	2.1041930784616	5.42083220904665	89.4900182457471	9.09210933264237e-06	0.0314540900306671
PB.11890	1.88158678250822	4.91228202218502	85.4247882718583	1.08855420214287e-05	0.0314540900306671
PB.8242	2.04769080792186	3.99860236164615	82.7612330347946	1.23014159564592e-05	0.0314540900306671
PB.3791	2.27923684283541	3.74084010055635	82.7545693042271	1.23052352017862e-05	0.0314540900306671
PB.22386	2.19703226436939	4.01531282358124	79.3295565616045	1.44788489733756e-05	0.0314540900306671
PB.18006	2.12138432209033	4.30330817260233	73.5444695624321	1.93481616152663e-05	0.0314540900306671
PB.2313	2.02353186831188	7.42385321792054	73.3697124496267	1.9524574817298e-05	0.0314540900306671
PB.14007	2.11900112541907	5.11093755412471	69.1699009017785	2.44325524015238e-05	0.0335082129851756
PB.23792	1.89790407536721	4.1777418929258	64.9969351060536	3.09151129514522e-05	0.0335082129851756
PB.11107	1.48651692156362	4.4933623768104	64.0325289367216	3.27060151357881e-05	0.0335082129851756
PB.12814	1.8417838411711	4.19588533604224	62.1295089357324	3.66328337253176e-05	0.0335082129851756
PB.23057	1.51078595007264	4.684762723429	60.9178606430536	3.94393959514024e-05	0.0335082129851756
PB.10619	1.4622396632293	4.60364984479188	60.4949270413986	4.04813400638595e-05	0.0335082129851756
PB.10343	1.66707678215451	4.2600139143856	59.2957213712992	4.36267473966953e-05	0.0335082129851756
PB.15572	1.66880174327372	3.92364659032016	58.0242757985421	4.72990763446749e-05	0.0335082129851756
PB.16249	1.72061456340355	4.14467755153629	56.9502388703285	5.07035316891625e-05	0.0335082129851756
PB.17234	1.45005877381028	5.8332802426823	55.5755635926524	5.55157920491745e-05	0.0335082129851756
PB.8811	1.9431485942998	3.32966053030881	55.1510578498652	5.7115048922546e-05	0.0335082129851756
PB.27228	1.59283464899826	4.72017191922227	54.6998509908979	5.88779191206845e-05	0.0335082129851756
PB.7848	1.9210932759369	3.83096990694733	54.5625876442096	5.94275303452613e-05	0.0335082129851756
PB.12664	1.67380253616357	3.93541826124477	53.3173245625188	6.47156485680119e-05	0.0344385477258098
PB.24138	1.20965685283721	6.90257518919614	52.7781873549687	6.71852487335121e-05	0.0344385477258098
PB.13733	1.35647867195284	5.46813209802359	52.1166308979068	7.03771915320098e-05	0.0345062429959337
PB.4491	1.96283897374618	4.94248740308688	51.0901252096821	7.57108333835875e-05	0.0351604792865796
PB.4457	2.62731316026487	2.59718196931896	49.8354634569878	8.29278980425022e-05	0.0351604792865796
PB.11497	1.40264967503153	4.92296787599369	47.915467285262	9.57024301027555e-05	0.0351604792865796
PB.9700	1.33604247888699	6.37326356623285	47.69208700167	9.73423947963322e-05	0.0351604792865796
PB.14449	1.60290578952971	3.10946747246425	47.0372909679431	0.00010235428299855	0.0351604792865796
PB.18696	1.96205166816543	4.28664074624146	46.295516094197	0.000108424026470542	0.0351604792865796
PB.6261	1.58011966972633	3.43179679511818	46.2867138044916	0.00010849869068183	0.0351604792865796
PB.15440	1.46746405270534	4.99166912712241	46.2809522043421	0.000108547597139197	0.0351604792865796
PB.25358	1.55899613535008	7.17301214256767	46.2264972968404	0.000109011180125549	0.0351604792865796
PB.12094	2.85794917534821	1.53607807556632	46.2077194344121	0.000109171607195601	0.0351604792865796
PB.24123	1.7631338672587	4.12521809571946	46.1794748307465	0.000109413463527769	0.0351604792865796
PB.15080	3.05158491090971	1.63434036313437	45.9985060689924	0.000110978930266136	0.0351604792865796
PB.3934	3.20121491486652	1.05954246987903	45.7968897873545	0.000112755808074014	0.0351604792865796
PB.7985	1.8520696297886	4.17276065549608	45.2633978193029	0.000117630387536315	0.0351604792865796
PB.16946	1.40660155768697	5.88144631818514	45.0592322801341	0.000119564721408486	0.0351604792865796
PB.3426	2.30432003668884	2.7476840017669	44.7130920620601	0.000122935032896753	0.0351604792865796
PB.4108	1.91731748564328	4.30028736475805	44.5349207906135	0.000124715719736028	0.0351604792865796
PB.25184	1.9291686511486	3.64113280616596	43.1886723182992	0.000139256934487033	0.0364683658767862
PB.15563	1.47254968806019	4.77855154998787	43.0225803705295	0.000141193302800165	0.0364683658767862
PB.19294	1.58066043359517	3.57423431898429	42.9831179442834	0.000141658264796443	0.0364683658767862
PB.7077	2.00303382491783	2.6198480340725	42.9297291979021	0.000142290334182725	0.0364683658767862
PB.10512	1.56319011520667	6.12466566898919	41.4876935522294	0.00016076462132849	0.0402876141049196
PB.20190	1.42705766235953	5.70412888681792	40.4914473837319	0.000175282637356056	0.0429709195970488
